,Country,EdLevel,YearsCodePro,Salary
1707,United States of America,Bachelor’s degree,2.0,179000.0
1710,Netherlands,Master’s degree,8.0,108098.0
1720,Italy,Bachelor’s degree,13.0,54049.0
1722,Netherlands,Less than a Bachelors degree,2.0,38778.0
1723,United States of America,Master’s degree,4.0,130000.0
1726,United States of America,Bachelor’s degree,2.0,70000.0
1729,Italy,Master’s degree,10.0,54049.0
1732,Germany,Master’s degree,24.0,129718.0
1734,India,Master’s degree,12.0,23735.0
1735,Germany,Bachelor’s degree,4.0,62268.0
1736,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,51704.0
1737,United States of America,Bachelor’s degree,13.0,135000.0
1738,India,Bachelor’s degree,2.0,23735.0
1746,India,Bachelor’s degree,2.0,18848.0
1751,France,Master’s degree,11.0,99450.0
1752,United States of America,Master’s degree,8.0,72000.0
1760,Canada,Bachelor’s degree,10.0,56723.0
1762,Germany,Less than a Bachelors degree,5.0,55776.0
1763,Spain,Less than a Bachelors degree,13.0,97288.0
1770,United States of America,Bachelor’s degree,9.0,70000.0
1771,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,103408.0
1772,United States of America,Bachelor’s degree,4.0,140000.0
1774,Canada,Less than a Bachelors degree,10.0,50673.0
1778,Australia,Less than a Bachelors degree,0.5,60132.0
1779,Netherlands,Bachelor’s degree,9.0,82155.0
1782,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,96945.0
1783,Canada,Bachelor’s degree,10.0,121010.0
1784,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,77556.0
1786,Canada,Less than a Bachelors degree,2.0,24200.0
1792,India,Bachelor’s degree,4.0,27923.0
1793,France,Master’s degree,1.0,45401.0
1796,Netherlands,Bachelor’s degree,11.0,65291.0
1804,United States of America,Bachelor’s degree,26.0,204700.0
1805,France,Master’s degree,4.0,45401.0
1819,United States of America,Bachelor’s degree,1.0,61500.0
1822,United Kingdom of Great Britain and Northern Ireland,Master’s degree,11.0,64630.0
1824,Canada,Bachelor’s degree,5.0,56723.0
1828,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,13.0,155111.0
1830,Spain,Bachelor’s degree,11.0,86478.0
1836,Germany,Post graduation,3.0,75669.0
1837,United States of America,Bachelor’s degree,22.0,149000.0
1839,United States of America,Bachelor’s degree,5.0,150000.0
1843,Spain,Less than a Bachelors degree,13.0,75669.0
1845,United States of America,Post graduation,2.0,83000.0
1847,France,Bachelor’s degree,6.0,56211.0
1866,India,Bachelor’s degree,10.0,62828.0
1868,Spain,Bachelor’s degree,6.0,28536.0
1870,United States of America,Post graduation,6.0,125000.0
1872,United States of America,Bachelor’s degree,16.0,130000.0
1880,United States of America,Bachelor’s degree,14.0,165000.0
1884,United Kingdom of Great Britain and Northern Ireland,Master’s degree,15.0,81433.0
1887,Germany,Bachelor’s degree,4.0,165000.0
1888,Brazil,Post graduation,4.0,17868.0
1892,United States of America,Master’s degree,28.0,180000.0
1899,Germany,Less than a Bachelors degree,3.0,31908.0
1901,United States of America,Less than a Bachelors degree,4.0,65000.0
1902,France,Master’s degree,2.0,54049.0
1903,Germany,Master’s degree,7.0,75669.0
1909,United States of America,Less than a Bachelors degree,5.0,150000.0
1911,France,Bachelor’s degree,2.0,36753.0
1917,United States of America,Master’s degree,2.0,170000.0
1919,India,Master’s degree,13.0,38532.0
1932,India,Bachelor’s degree,11.0,41880.0
1933,India,Bachelor’s degree,6.0,16754.0
1954,France,Master’s degree,21.0,64859.0
1956,France,Post graduation,15.0,81074.0
1961,France,Master’s degree,3.0,48644.0
1966,United States of America,Master’s degree,8.0,90000.0
1967,Italy,Bachelor’s degree,13.0,129718.0
1971,Germany,Master’s degree,9.0,94045.0
1973,Italy,Post graduation,10.0,45401.0
1975,United States of America,Bachelor’s degree,4.0,91350.0
1984,India,Bachelor’s degree,5.0,10052.0
1985,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,52116.0
1991,India,Less than a Bachelors degree,8.0,27923.0
1992,Germany,Bachelor’s degree,0.5,56211.0
1999,France,Master’s degree,12.0,76750.0
2000,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,39553.0
2005,United States of America,Master’s degree,3.0,130000.0
2006,Canada,Master’s degree,46.0,98321.0
2008,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,38778.0
2010,France,Master’s degree,7.0,54049.0
2012,United States of America,Less than a Bachelors degree,13.0,80000.0
2014,United States of America,Less than a Bachelors degree,6.0,89000.0
2015,United States of America,Bachelor’s degree,15.0,95000.0
2017,United States of America,Bachelor’s degree,24.0,177000.0
2020,Italy,Less than a Bachelors degree,2.0,18156.0
2022,France,Master’s degree,6.0,54049.0
2025,Canada,Less than a Bachelors degree,21.0,60505.0
2032,United States of America,Bachelor’s degree,20.0,100000.0
2034,Canada,Less than a Bachelors degree,8.0,60505.0
2036,United States of America,Bachelor’s degree,2.0,55000.0
2043,France,Master’s degree,0.5,41508.0
2047,United States of America,Bachelor’s degree,13.0,156000.0
2052,Germany,Less than a Bachelors degree,23.0,72636.0
2063,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,77556.0
2064,Netherlands,Bachelor’s degree,5.0,59454.0
2065,Canada,Master’s degree,1.0,51429.0
2066,United States of America,Less than a Bachelors degree,3.0,90000.0
2067,France,Master’s degree,6.0,43239.0
2071,United States of America,Bachelor’s degree,12.0,135000.0
2076,Canada,Bachelor’s degree,13.0,52942.0
2081,United Kingdom of Great Britain and Northern Ireland,Post graduation,4.0,116333.0
2083,United States of America,Post graduation,8.0,130000.0
2084,United States of America,Bachelor’s degree,20.0,194620.0
2085,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,142185.0
2092,France,Bachelor’s degree,15.0,45401.0
2094,Germany,Bachelor’s degree,7.0,97504.0
2097,Germany,Less than a Bachelors degree,5.0,63778.0
2101,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,142185.0
2103,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,6.0,64630.0
2107,Germany,Less than a Bachelors degree,12.0,49725.0
2114,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,60141.0
2116,France,Master’s degree,5.0,54049.0
2120,Germany,Bachelor’s degree,7.0,70264.0
2122,Spain,Bachelor’s degree,16.0,43239.0
2123,Canada,Bachelor’s degree,6.0,58236.0
2133,Spain,Master’s degree,4.0,25944.0
2134,United States of America,Master’s degree,25.0,129000.0
2135,United States of America,Bachelor’s degree,6.0,75000.0
2137,United States of America,Bachelor’s degree,35.0,115000.0
2139,France,Master’s degree,20.0,57072.0
2144,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,38778.0
2145,United Kingdom of Great Britain and Northern Ireland,Post graduation,7.0,161574.0
2151,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,43948.0
2152,United States of America,Bachelor’s degree,9.0,105000.0
2153,United States of America,Master’s degree,20.0,130000.0
2154,Germany,Less than a Bachelors degree,6.0,39564.0
2156,United States of America,Bachelor’s degree,3.0,66000.0
2158,United States of America,Less than a Bachelors degree,8.0,54000.0
2159,Canada,Bachelor’s degree,11.0,74497.0
2162,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,60752.0
2165,India,Bachelor’s degree,16.0,27923.0
2166,Spain,Bachelor’s degree,9.0,61616.0
2168,France,Master’s degree,22.0,86478.0
2171,Australia,Post graduation,7.0,76831.0
2174,Germany,Less than a Bachelors degree,3.0,43239.0
2178,Canada,Bachelor’s degree,5.0,58236.0
2181,India,Bachelor’s degree,3.0,12564.0
2183,Canada,Bachelor’s degree,3.0,64287.0
2184,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,127967.0
2185,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,69800.0
2186,United States of America,Bachelor’s degree,3.0,120000.0
2187,Canada,Less than a Bachelors degree,16.0,69581.0
2188,United States of America,Less than a Bachelors degree,11.0,135000.0
2190,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,125382.0
2191,Germany,Bachelor’s degree,3.0,67452.0
2197,United States of America,Less than a Bachelors degree,20.0,165000.0
2199,Canada,Master’s degree,20.0,77900.0
2201,India,Less than a Bachelors degree,8.0,16754.0
2203,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,77556.0
2204,United States of America,Master’s degree,9.0,130000.0
2206,United States of America,Bachelor’s degree,20.0,70000.0
2207,United States of America,Bachelor’s degree,2.0,65000.0
2212,Spain,Post graduation,7.0,28105.0
2220,Canada,Bachelor’s degree,16.0,121010.0
2222,Brazil,Bachelor’s degree,8.0,41232.0
2223,France,Post graduation,20.0,64859.0
2224,Germany,Bachelor’s degree,7.0,77831.0
2226,United States of America,Bachelor’s degree,16.0,244000.0
2228,United States of America,Bachelor’s degree,4.0,60000.0
2232,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,49119.0
2233,India,Bachelor’s degree,5.0,11169.0
2236,United States of America,Bachelor’s degree,0.5,73000.0
2238,United Kingdom of Great Britain and Northern Ireland,Master’s degree,16.0,58167.0
2239,Canada,Master’s degree,2.0,45379.0
2244,Germany,Master’s degree,11.0,108098.0
2245,United States of America,Master’s degree,9.0,86000.0
2246,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,93067.0
2247,United States of America,Bachelor’s degree,15.0,165000.0
2248,United States of America,Master’s degree,13.0,53000.0
2255,India,Bachelor’s degree,14.0,83770.0
2256,Brazil,Bachelor’s degree,4.0,27492.0
2258,India,Bachelor’s degree,3.0,10792.0
2260,India,Master’s degree,19.0,60300.0
2262,Brazil,Post graduation,4.0,27492.0
2269,United States of America,Bachelor’s degree,7.0,100000.0
2272,Spain,Master’s degree,2.0,25944.0
2278,United States of America,Bachelor’s degree,32.0,165000.0
2284,United States of America,Less than a Bachelors degree,10.0,140000.0
2292,Brazil,Less than a Bachelors degree,5.0,13973.0
2295,India,Bachelor’s degree,8.0,38129.0
2296,United States of America,Bachelor’s degree,1.0,60000.0
2302,Canada,Post graduation,14.0,83194.0
2305,Germany,Master’s degree,25.0,77544.0
2307,United States of America,Less than a Bachelors degree,23.0,110000.0
2312,United States of America,Bachelor’s degree,12.0,180000.0
2313,India,Master’s degree,2.0,12566.0
2319,Canada,Bachelor’s degree,6.0,56723.0
2320,United States of America,Bachelor’s degree,5.0,24000.0
2321,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,116301.0
2322,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,129250.0
2329,United States of America,Less than a Bachelors degree,0.5,56400.0
2330,Brazil,Bachelor’s degree,20.0,62994.0
2331,Germany,Master’s degree,0.5,51887.0
2335,United States of America,Bachelor’s degree,5.0,50000.0
2337,United States of America,Bachelor’s degree,2.0,145000.0
2338,Netherlands,Bachelor’s degree,36.0,64859.0
2342,United States of America,Less than a Bachelors degree,6.0,141000.0
2356,United States of America,Bachelor’s degree,7.0,102974.0
2359,Germany,Master’s degree,6.0,70044.0
2360,Germany,Master’s degree,4.0,73511.0
2361,Netherlands,Less than a Bachelors degree,4.0,29832.0
2363,France,Master’s degree,4.0,48644.0
2365,Netherlands,Post graduation,4.0,37834.0
2366,France,Master’s degree,2.0,48644.0
2371,Italy,Less than a Bachelors degree,30.0,54049.0
2374,United States of America,Bachelor’s degree,35.0,175000.0
2375,United States of America,Bachelor’s degree,23.0,171000.0
2379,United States of America,Post graduation,1.0,64000.0
2382,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,104700.0
2385,Germany,Less than a Bachelors degree,6.0,25944.0
2389,Canada,Bachelor’s degree,13.0,73362.0
2393,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,90482.0
2397,United States of America,Master’s degree,6.0,200000.0
2398,Germany,Bachelor’s degree,13.0,70264.0
2402,United States of America,Bachelor’s degree,10.0,200000.0
2404,India,Bachelor’s degree,5.0,28622.0
2406,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,48472.0
2411,United States of America,Bachelor’s degree,3.0,122000.0
2412,India,Bachelor’s degree,3.0,25131.0
2413,United States of America,Bachelor’s degree,15.0,89000.0
2416,United States of America,Bachelor’s degree,10.0,220000.0
2417,Italy,Post graduation,3.0,21408.0
2422,United States of America,Bachelor’s degree,13.0,170000.0
2424,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,77556.0
2431,United States of America,Master’s degree,5.0,125000.0
2432,United Kingdom of Great Britain and Northern Ireland,Master’s degree,24.0,64630.0
2433,France,Master’s degree,33.0,54049.0
2437,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,93067.0
2442,United States of America,Less than a Bachelors degree,14.0,145000.0
2446,India,Bachelor’s degree,5.0,16752.0
2453,Netherlands,Less than a Bachelors degree,3.0,40212.0
2454,India,Less than a Bachelors degree,9.0,17033.0
2457,Germany,Master’s degree,5.0,51888.0
2459,Canada,Bachelor’s degree,15.0,75631.0
2460,United States of America,Post graduation,3.0,240000.0
2464,United Kingdom of Great Britain and Northern Ireland,Post graduation,25.0,77556.0
2468,India,Bachelor’s degree,7.0,11724.0
2470,Canada,Bachelor’s degree,9.0,83951.0
2481,United States of America,Bachelor’s degree,7.0,60000.0
2482,United States of America,Post graduation,25.0,76000.0
2488,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,3.0,22620.0
2490,United States of America,Post graduation,7.0,196950.0
2491,United States of America,Bachelor’s degree,2.0,69000.0
2496,United Kingdom of Great Britain and Northern Ireland,Master’s degree,40.0,68507.0
2498,India,Master’s degree,10.0,17452.0
2503,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,10.0,124089.0
2504,India,Bachelor’s degree,0.5,25131.0
2512,United Kingdom of Great Britain and Northern Ireland,Master’s degree,14.0,168037.0
2513,Germany,Less than a Bachelors degree,3.0,38448.0
2514,United States of America,Bachelor’s degree,5.0,106000.0
2515,Germany,Less than a Bachelors degree,1.0,32429.0
2521,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,41363.0
2522,United States of America,Bachelor’s degree,1.0,18000.0
